date,account,staked_amount
2021-06-10,2xKDpRzaqUeSEeo3Bcaq7HRKmRaKRoz2KSY7DSsp9qGZdKfiLM,2500.0
2021-06-10,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,400303803.691537
2021-06-10,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,400321412.979237
2021-06-10,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1531192133.592316
2021-06-10,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,650492542.098107
2021-06-10,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,400322901.16554
2021-06-10,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-10,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,400325209.296156
2021-06-10,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,400315850.268562
2021-06-10,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,548233677.789735
2021-06-10,4Y9eZzPchSFargBz9toRNUbhkLEfxrm3tTzt4k6KG3j7vtvrn2,2600.0
2021-06-10,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,400304231.393907
2021-06-11,2xKDpRzaqUeSEeo3Bcaq7HRKmRaKRoz2KSY7DSsp9qGZdKfiLM,2500.0
2021-06-11,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,400475444.11747
2021-06-11,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,400502392.105367
2021-06-11,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1531875440.892176
2021-06-11,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,650803947.891179
2021-06-11,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,400504557.736221
2021-06-11,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-11,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,400508832.759796
2021-06-11,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,400499309.429883
2021-06-11,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,548496334.00037
2021-06-11,4Y9eZzPchSFargBz9toRNUbhkLEfxrm3tTzt4k6KG3j7vtvrn2,2600.0
2021-06-11,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,400497086.794765
2021-06-12,2xKDpRzaqUeSEeo3Bcaq7HRKmRaKRoz2KSY7DSsp9qGZdKfiLM,2500.0
2021-06-12,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,400657479.852011
2021-06-12,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,400681069.580974
2021-06-12,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1532567885.162112
2021-06-12,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,651110322.251343
2021-06-12,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,400698666.876897
2021-06-12,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-12,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,400697400.328084
2021-06-12,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,400679939.236359
2021-06-12,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,548733938.558625
2021-06-12,4Y9eZzPchSFargBz9toRNUbhkLEfxrm3tTzt4k6KG3j7vtvrn2,2600.0
2021-06-12,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,400687755.830266
2021-06-13,2xKDpRzaqUeSEeo3Bcaq7HRKmRaKRoz2KSY7DSsp9qGZdKfiLM,2500.0
2021-06-13,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,400849429.621797
2021-06-13,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,400866455.481621
2021-06-13,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1533274367.932774
2021-06-13,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,651413726.840983
2021-06-13,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,400874925.815426
2021-06-13,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-13,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,400883923.363413
2021-06-13,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,400866316.323026
2021-06-13,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,548979671.825197
2021-06-13,4Y9eZzPchSFargBz9toRNUbhkLEfxrm3tTzt4k6KG3j7vtvrn2,2600.0
2021-06-13,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,400858809.19565
2021-06-14,2xKDpRzaqUeSEeo3Bcaq7HRKmRaKRoz2KSY7DSsp9qGZdKfiLM,2500.0
2021-06-14,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,401031653.085167
2021-06-14,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,401051308.358073
2021-06-14,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1533967854.09105
2021-06-14,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,651706074.494714
2021-06-14,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,401064050.489301
2021-06-14,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-14,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,401065710.221001
2021-06-14,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,401045460.909844
2021-06-14,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,549229480.798742
2021-06-14,4Y9eZzPchSFargBz9toRNUbhkLEfxrm3tTzt4k6KG3j7vtvrn2,2600.0
2021-06-14,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,401059756.811798
2021-06-15,2xKDpRzaqUeSEeo3Bcaq7HRKmRaKRoz2KSY7DSsp9qGZdKfiLM,2500.0
2021-06-15,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,401228540.114274
2021-06-15,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,401239036.816116
2021-06-15,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1534644926.405698
2021-06-15,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,652014251.336322
2021-06-15,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,401256301.067842
2021-06-15,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-15,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,401246206.493392
2021-06-15,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,401227332.07086
2021-06-15,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,549472254.51067
2021-06-15,4Y9eZzPchSFargBz9toRNUbhkLEfxrm3tTzt4k6KG3j7vtvrn2,2600.0
2021-06-15,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,401245740.611957
2021-06-16,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,401408792.480029
2021-06-16,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,401413427.251881
2021-06-16,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1535335943.38986
2021-06-16,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,652306070.424936
2021-06-16,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,401453562.972218
2021-06-16,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-16,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,401432744.63783
2021-06-16,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,401415061.874009
2021-06-16,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,549735447.808745
2021-06-16,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,401428914.133299
2021-06-17,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,401595064.393184
2021-06-17,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,401597968.023329
2021-06-17,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1536026594.100899
2021-06-17,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,652603077.846097
2021-06-17,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,401640941.241714
2021-06-17,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-17,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,401623760.172198
2021-06-17,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,401600458.055426
2021-06-17,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,549989523.108211
2021-06-17,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,401607340.231773
2021-06-18,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,401781741.633303
2021-06-18,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,401786032.906158
2021-06-18,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1536722447.886217
2021-06-18,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,652900016.816541
2021-06-18,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,401812666.205113
2021-06-18,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-18,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,401807453.804952
2021-06-18,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,401796525.276412
2021-06-18,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,550247705.787189
2021-06-18,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,401785595.338946
2021-06-19,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,401954064.30072
2021-06-19,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,401971960.689216
2021-06-19,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1537438377.979708
2021-06-19,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,653201559.860338
2021-06-19,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,401997790.76438
2021-06-19,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-19,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,402000311.582274
2021-06-19,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,401976919.155955
2021-06-19,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,550495236.001174
2021-06-19,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,401961016.656265
2021-06-20,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,402137172.96116
2021-06-20,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,402155329.170395
2021-06-20,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1538143326.597264
2021-06-20,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,653498842.982814
2021-06-20,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,402179563.479339
2021-06-20,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-20,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,402184525.114984
2021-06-20,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,402161095.599683
2021-06-20,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,550753629.845646
2021-06-20,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,402140969.265472
2021-06-21,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,402313044.153963
2021-06-21,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,402325602.783883
2021-06-21,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1538829822.906322
2021-06-21,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,653806098.700174
2021-06-21,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,402360851.475178
2021-06-21,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-21,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,402385601.209994
2021-06-21,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,402352957.780867
2021-06-21,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,551009307.374508
2021-06-21,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,402328684.307136
2021-06-22,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,402504653.65899
2021-06-22,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,402512094.448535
2021-06-22,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1539518533.20341
2021-06-22,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,654114147.451916
2021-06-22,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,402537939.989954
2021-06-22,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-22,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,402568002.743564
2021-06-22,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,402529516.931473
2021-06-22,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,551264186.764972
2021-06-22,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,402521040.479767
2021-06-23,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,402696471.070898
2021-06-23,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,402694615.958739
2021-06-23,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1540219508.884479
2021-06-23,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,654414782.133636
2021-06-23,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,402715936.90641
2021-06-23,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-23,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,402764367.571984
2021-06-23,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,402714238.392149
2021-06-23,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,551510261.610017
2021-06-23,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,402698809.99692
2021-06-24,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,402879983.497899
2021-06-24,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,402884395.925735
2021-06-24,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1540934604.558638
2021-06-24,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,654706649.99379
2021-06-24,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,402896213.373372
2021-06-24,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-24,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,402950145.493078
2021-06-24,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,402888804.990022
2021-06-24,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,551763668.695321
2021-06-24,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,402884056.449651
2021-06-25,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,403042551.551321
2021-06-25,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,403063961.998539
2021-06-25,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1541648101.71467
2021-06-25,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,654998921.793734
2021-06-25,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,403083329.781958
2021-06-25,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-25,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,403154661.615129
2021-06-25,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,403075654.021119
2021-06-25,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,552005544.930896
2021-06-25,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,403075426.218377
2021-06-26,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,403232045.179651
2021-06-26,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,403247666.503222
2021-06-26,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1542365283.108328
2021-06-26,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,655290191.178354
2021-06-26,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,403278223.469981
2021-06-26,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-26,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,403338640.797302
2021-06-26,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,403269088.485734
2021-06-26,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,552236252.053312
2021-06-26,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,403251948.203225
2021-06-27,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,403415323.280003
2021-06-27,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,403420784.458571
2021-06-27,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1543071397.857719
2021-06-27,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,655587818.394694
2021-06-27,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,403468504.070815
2021-06-27,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-27,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,403520193.586363
2021-06-27,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,403449794.439469
2021-06-27,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,552488316.590699
2021-06-27,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,403448532.363589
2021-06-28,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,403592564.770434
2021-06-28,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,403598801.444311
2021-06-28,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1543775421.45419
2021-06-28,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,655878393.872088
2021-06-28,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,403652998.222132
2021-06-28,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-28,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,403706823.214232
2021-06-28,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,403638804.546055
2021-06-28,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,552746525.489644
2021-06-28,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,403642211.357693
2021-06-29,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,403766606.201034
2021-06-29,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,403780005.949603
2021-06-29,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1544477834.45762
2021-06-29,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,656187602.585827
2021-06-29,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,403834617.610849
2021-06-29,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-29,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,403905683.962507
2021-06-29,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,403825937.199275
2021-06-29,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,552992857.333037
2021-06-29,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,403823883.434684
2021-06-30,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,403950721.469042
2021-06-30,3EctbG8WaQkTqZb1NTJPAFnqmuhvW62pQbywvqb9VeyqaFZdzN,403960009.878485
2021-06-30,3XSLuJcXg6xEua6iBPnWacc3iWh93yEDMCqX8FbE3RDSbEnT9P,1545176646.444432
2021-06-30,3eUA4NnWufEqTBXR2QtTwjPxHZRGZvoqHaVjybmzZSqbuG32vJ,656498914.145539
2021-06-30,3ofwYFAkgV59BsHqzmiWyRmmKRB5ZzrPfbmx5nup24cE53jNX5,404012097.914002
2021-06-30,44bxoGippBqpgseaiYPFnYgi5J5q58bQKfpQFeGbY9DHmDPD78,0.0
2021-06-30,47xTHwtFra1d4Mq4DYZuZYJEYrDXY34C4CGkTTzT6eiwjEczuT,404097867.53145
2021-06-30,49SJ6R6T9zo1C5cLVyxbwAuZC3EcDB9a78vSQYm3ZLA2y2eojM,403997520.048186
2021-06-30,4MPJybKC9Kz7kw9KNyLHhuAEt4ZTxLsd3DBDbxtKdUiv4fXqVN,553246353.599311
2021-06-30,4d13WVDNKVGDUxRUb1PRQAJyTwWSVcjWS7uwZ1oqmDm5icQEPT,404018204.574473
2021-07-01,3CbvrNVpcHpL7tyT2mhXxQwNWHiPNYEJRgp3CMgEcMyXivms6B,404130876.955122
