date,module_deployed,contract_initialized,contract_update_issued,account_transfer,baker_added,baker_removed,baker_stake_updated,baker_stake_earnings_updated,baker_keys_updated,encrypted_amount_transferred,transferred_to_encrypted,transferred_to_public,transferred_with_schedule,credential_keys_updated,data_registered,baker_configured,delegation_configured,account_transaction,initial,normal,account_creation,protocol_update,election_difficulty_update,euro_per_energy_update,micro_ccd_per_euro_update,foundation_account_update,mint_distribution_update,transaction_fee_distribution_update,gas_rewards_update,baker_stake_threshold_update,root_update,level_1_update,add_anonymity_revoker_update,add_identity_provider_update,cooldown_parameters_cpv_1_update,pool_parameters_cpv_1_update,time_parameters_cpv_1_update,mint_distribution_cpv_1_update,update,rejected_receive,credentials_updated,invalid_module_reference,amount_too_large,stake_over_maximum_threshold_for_pool,insufficient_balance_for_delegation_stake,module_hash_already_exists
2021-12-25,0.0,0.0,49.0,34,0.0,0.0,,,,0.0,2.0,0.0,0.0,,0,0,0,85,679.0,150,829,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2021-12-26,0.0,0.0,14.0,49,0.0,0.0,,,,0.0,1.0,0.0,0.0,,0,0,0,64,712.0,75,787,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2021-12-27,0.0,0.0,23.0,62,0.0,0.0,,,,0.0,3.0,1.0,0.0,,0,0,0,89,595.0,91,686,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2021-12-28,0.0,0.0,9.0,319,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0,0,0,328,644.0,43,687,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2021-12-29,0.0,0.0,10.0,208,0.0,0.0,,,,0.0,1.0,1.0,0.0,,0,0,0,220,603.0,101,704,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2021-12-30,0.0,0.0,17.0,176,0.0,0.0,,,,1.0,5.0,2.0,0.0,,0,0,0,201,455.0,68,523,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2021-12-31,0.0,1227.0,874.0,66,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0,0,0,2167,286.0,100,386,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2022-01-01,0.0,0.0,9.0,47,0.0,0.0,,,,0.0,0.0,1.0,0.0,,0,0,0,57,68.0,12,80,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2022-01-02,0.0,0.0,5.0,32,0.0,0.0,,,,0.0,0.0,1.0,1.0,,0,0,0,39,90.0,16,106,0.0,,,0,,,0.0,,1.0,,0.0,,0.0,,0.0,,,1.0,,,,,,,
2022-01-03,0.0,0.0,48.0,67,0.0,0.0,,,,0.0,1.0,0.0,0.0,,0,0,0,116,86.0,14,100,0.0,,,0,,,0.0,,1.0,,0.0,,0.0,,0.0,,,1.0,,,,,,,
2022-01-04,0.0,0.0,41.0,98,3.0,1.0,,,,0.0,1.0,0.0,20.0,,0,0,0,164,83.0,10,93,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2022-01-05,0.0,93.0,136.0,64,0.0,0.0,,,,0.0,2.0,0.0,15.0,,0,0,0,310,68.0,10,78,0.0,,,0,,,0.0,,1.0,,0.0,,0.0,,0.0,,,1.0,,,,,,,
2022-01-06,0.0,0.0,24.0,602,0.0,0.0,,,,0.0,4.0,0.0,0.0,,0,0,0,630,85.0,11,96,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2022-01-07,0.0,0.0,12.0,184,0.0,0.0,,,,1.0,3.0,0.0,3.0,,0,0,0,203,82.0,67,149,0.0,,,0,,,0.0,,5.0,,0.0,,0.0,,0.0,,,5.0,,,,,,,
2022-01-08,0.0,0.0,51.0,241,0.0,0.0,,,,1.0,2.0,0.0,0.0,,0,0,0,295,427.0,31,458,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2022-01-09,0.0,0.0,31.0,300,9.0,0.0,,,,1.0,9.0,4.0,162.0,,0,0,0,516,216.0,19,235,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2022-01-10,0.0,0.0,56.0,1020,14.0,0.0,,,,0.0,4.0,3.0,161.0,,0,0,0,1258,166.0,31,197,0.0,,,0,,,0.0,,3.0,,0.0,,0.0,,0.0,,,3.0,,,,,,,
2022-01-11,0.0,0.0,50.0,303,17.0,2.0,,,,0.0,4.0,1.0,46.0,,0,0,0,423,130.0,62,192,1.0,,,0,,,2.0,,1.0,,0.0,,1.0,,0.0,,,5.0,,,,,,,
2022-01-12,0.0,0.0,80.0,228,3.0,0.0,,,,1.0,4.0,0.0,6.0,,0,0,0,322,115.0,90,205,0.0,,,0,,,0.0,,2.0,,0.0,,0.0,,0.0,,,2.0,,,,,,,
2022-01-13,0.0,0.0,65.0,119,5.0,1.0,,,,0.0,0.0,0.0,24.0,,0,0,0,214,95.0,65,160,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2022-01-14,0.0,0.0,34.0,106,10.0,1.0,,,,0.0,4.0,1.0,14.0,,0,0,0,170,81.0,63,144,0.0,,,0,,,0.0,,2.0,,0.0,,0.0,,0.0,,,2.0,,,,,,,
2022-01-15,0.0,0.0,27.0,73,2.0,0.0,,,,0.0,2.0,0.0,0.0,,0,0,0,104,75.0,59,134,0.0,,,0,,,0.0,,1.0,,0.0,,0.0,,0.0,,,1.0,,,,,,,
2022-01-16,0.0,0.0,50.0,48,2.0,0.0,,,,1.0,3.0,1.0,0.0,,0,0,0,105,75.0,81,156,0.0,,,0,,,0.0,,1.0,,0.0,,0.0,,0.0,,,1.0,,,,,,,
2022-01-17,0.0,0.0,57.0,123,2.0,1.0,,,,0.0,2.0,0.0,3.0,,0,0,0,188,80.0,63,143,0.0,,,0,,,0.0,,2.0,,0.0,,0.0,,0.0,,,2.0,,,,,,,
2022-01-18,0.0,0.0,44.0,467,14.0,1.0,,,,0.0,0.0,0.0,18.0,,0,0,0,544,93.0,70,163,0.0,,,0,,,0.0,,6.0,,0.0,,0.0,,0.0,,,6.0,,,,,,,
2022-01-19,0.0,0.0,11.0,216,5.0,1.0,,,,0.0,3.0,0.0,1.0,,0,0,0,237,68.0,107,175,0.0,,,0,,,0.0,,5.0,,0.0,,0.0,,0.0,,,5.0,,,,,,,
2022-01-20,0.0,0.0,16.0,877,5.0,0.0,,,,0.0,7.0,2.0,1.0,,1,0,0,909,99.0,126,225,0.0,,,0,,,0.0,,1.0,,0.0,,0.0,,0.0,,,1.0,,,,,,,
2022-01-21,0.0,0.0,25.0,84,3.0,1.0,,,,0.0,1.0,3.0,19.0,,0,0,0,136,67.0,151,218,0.0,,,0,,,0.0,,2.0,,0.0,,0.0,,0.0,,,2.0,,,,,,,
2022-01-22,0.0,0.0,16.0,42,3.0,0.0,,,,0.0,1.0,0.0,0.0,,0,0,0,62,57.0,97,154,0.0,,,0,,,0.0,,3.0,,0.0,,0.0,,0.0,,,3.0,,,,,,,
2022-01-23,0.0,0.0,20.0,253,2.0,0.0,,,,0.0,2.0,0.0,0.0,,0,0,0,277,49.0,214,263,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,
2022-01-24,0.0,0.0,8.0,147,4.0,0.0,,,,0.0,0.0,1.0,12.0,,0,0,0,172,42.0,155,197,0.0,,,0,,,0.0,,5.0,,0.0,,0.0,,0.0,,,5.0,,,,,,,
2022-01-25,0.0,0.0,20.0,168,3.0,0.0,,,,0.0,0.0,0.0,12.0,,0,0,0,203,52.0,177,229,0.0,,,0,,,0.0,,2.0,,0.0,,0.0,,0.0,,,2.0,,,,,,,
2022-01-26,0.0,0.0,69.0,192,5.0,0.0,,,,0.0,1.0,1.0,3.0,,0,0,0,271,83.0,121,204,0.0,,,0,,,1.0,,4.0,,0.0,,0.0,,0.0,,,5.0,,,,,,,
2022-01-27,0.0,0.0,20.0,334,3.0,0.0,,,,0.0,2.0,2.0,2.0,,0,0,0,363,294.0,56,350,0.0,,,0,,,0.0,,4.0,,0.0,,0.0,,0.0,,,4.0,,,,,,,
2022-01-28,0.0,0.0,42.0,343,7.0,0.0,,,,0.0,1.0,0.0,7.0,,0,0,0,400,111.0,136,247,0.0,,,0,,,0.0,,5.0,,0.0,,0.0,,0.0,,,5.0,,,,,,,
2022-01-29,0.0,0.0,31.0,52,4.0,0.0,,,,0.0,0.0,0.0,1.0,,0,0,0,88,114.0,95,209,0.0,,,0,,,0.0,,5.0,,0.0,,0.0,,0.0,,,5.0,,,,,,,
2022-01-30,0.0,0.0,4.0,205,2.0,0.0,,,,0.0,11.0,6.0,0.0,,0,0,0,228,184.0,151,335,0.0,,,0,,,0.0,,2.0,,0.0,,0.0,,0.0,,,2.0,,,,,,,
2022-01-31,0.0,0.0,35.0,301,3.0,1.0,,,,1.0,16.0,2.0,6.0,,0,0,0,365,236.0,295,531,0.0,,,0,,,0.0,,12.0,,0.0,,0.0,,0.0,,,12.0,,,,,,,
2022-02-01,0.0,0.0,86.0,219,9.0,0.0,,,,0.0,15.0,3.0,4.0,,0,0,0,336,151.0,354,505,0.0,,,0,,,0.0,,1.0,,0.0,,0.0,,0.0,,,1.0,,,,,,,
2022-02-02,0.0,0.0,100.0,101,3.0,0.0,,,,0.0,7.0,1.0,4.0,,0,0,0,216,181.0,30,211,0.0,,,0,,,0.0,,1.0,,0.0,,0.0,,0.0,,,1.0,,,,,,,
2022-02-03,0.0,0.0,152.0,390,2.0,1.0,,,,2.0,17.0,7.0,0.0,,0,0,0,571,166.0,43,209,0.0,,,0,,,0.0,,2.0,,0.0,,0.0,,0.0,,,2.0,,,,,,,
2022-02-04,0.0,0.0,98.0,327,3.0,1.0,,,,0.0,19.0,2.0,5.0,,0,0,0,455,512.0,143,655,0.0,,,0,,,0.0,,2.0,,0.0,,0.0,,0.0,,,2.0,,,,,,,
2022-02-05,0.0,0.0,134.0,359,0.0,0.0,,,,0.0,19.0,4.0,0.0,,0,0,0,516,474.0,104,578,0.0,,,0,,,0.0,,1.0,,0.0,,0.0,,0.0,,,1.0,,,,,,,
2022-02-06,0.0,0.0,93.0,176,1.0,0.0,,,,0.0,12.0,4.0,0.0,,0,0,0,286,171.0,43,214,0.0,,,0,,,0.0,,3.0,,0.0,,0.0,,0.0,,,3.0,,,,,,,
2022-02-07,0.0,0.0,70.0,240,4.0,0.0,,,,0.0,8.0,2.0,0.0,,0,0,0,324,151.0,22,173,0.0,,,0,,,0.0,,4.0,,0.0,,0.0,,0.0,,,4.0,,,,,,,
2022-02-08,0.0,0.0,116.0,2973,1.0,1.0,,,,4.0,61.0,36.0,5.0,,0,0,0,3197,187.0,55,242,0.0,,,0,,,0.0,,7.0,,0.0,,0.0,,0.0,,,7.0,,,,,,,
2022-02-09,0.0,0.0,866.0,3329,1.0,4.0,,,,7.0,54.0,26.0,16.0,,0,0,0,4303,230.0,65,295,0.0,,,0,,,0.0,,8.0,,0.0,,0.0,,0.0,,,8.0,,,,,,,
2022-02-10,0.0,0.0,969.0,3279,2.0,0.0,,,,3.0,77.0,25.0,0.0,,0,0,0,4355,189.0,86,275,0.0,,,1,,,1.0,,4.0,,0.0,,0.0,,0.0,,,6.0,,,,,,,
2022-02-11,0.0,0.0,86.0,258,1.0,1.0,,,,3.0,22.0,3.0,1.0,,0,0,0,375,70.0,28,98,0.0,,,1,,,1.0,,3.0,,0.0,,0.0,,0.0,,,5.0,,,,,,,
2022-02-12,0.0,0.0,196.0,256,0.0,0.0,,,,0.0,13.0,1.0,0.0,,0,0,0,466,56.0,19,75,0.0,,,1,,,1.0,,11.0,,0.0,,0.0,,0.0,,,13.0,,,,,,,
2022-02-13,0.0,0.0,49.0,175,1.0,0.0,,,,0.0,12.0,3.0,0.0,,0,0,0,240,60.0,12,72,0.0,,,1,,,1.0,,11.0,,0.0,,0.0,,0.0,,,13.0,,,,,,,
2022-02-14,0.0,0.0,64.0,248,7.0,0.0,,,,0.0,5.0,5.0,0.0,,0,0,0,329,57.0,16,73,0.0,,,1,,,1.0,,6.0,,0.0,,0.0,,0.0,,,8.0,,,,,,,
2022-02-15,0.0,0.0,67.0,186,14.0,1.0,,,,1.0,6.0,0.0,3.0,,0,0,0,278,48.0,12,60,0.0,,,1,,,1.0,,12.0,,0.0,,0.0,,0.0,,,14.0,,,,,,,
2022-02-16,0.0,0.0,59.0,157,6.0,0.0,,,,0.0,4.0,2.0,7.0,,0,0,0,235,19.0,5,24,0.0,,,1,,,1.0,,11.0,,0.0,,0.0,,0.0,,,13.0,,,,,,,
2022-02-17,0.0,0.0,114.0,180,3.0,1.0,,,,0.0,3.0,1.0,0.0,,0,0,0,302,20.0,6,26,0.0,,,1,,,1.0,,16.0,,0.0,,0.0,,0.0,,,18.0,,,,,,,
2022-02-18,0.0,0.0,146.0,130,7.0,1.0,,,,0.0,3.0,1.0,0.0,,0,0,0,288,35.0,9,44,0.0,,,29,,,29.0,,8.0,,0.0,,0.0,,0.0,,,66.0,,,,,,,
2022-02-19,0.0,0.0,47.0,148,1.0,2.0,,,,0.0,3.0,0.0,0.0,,0,0,0,201,21.0,5,26,0.0,,,48,,,48.0,,6.0,,0.0,,0.0,,0.0,,,102.0,,,,,,,
2022-02-20,0.0,0.0,22.0,202,3.0,0.0,,,,0.0,3.0,1.0,0.0,,0,0,0,231,26.0,2,28,0.0,,,48,,,48.0,,6.0,,0.0,,0.0,,0.0,,,102.0,,,,,,,
2022-02-21,0.0,0.0,34.0,87,1.0,0.0,,,,0.0,2.0,0.0,0.0,,0,0,0,124,21.0,5,26,0.0,,,48,,,48.0,,5.0,,0.0,,0.0,,0.0,,,101.0,,,,,,,
2022-02-22,0.0,0.0,230.0,175,9.0,0.0,,,,0.0,4.0,2.0,0.0,,43,0,0,463,22.0,9,31,0.0,,,48,,,48.0,,5.0,,0.0,,0.0,,0.0,,,101.0,,,,,,,
2022-02-23,0.0,0.0,60.0,179,4.0,0.0,,,,0.0,3.0,0.0,0.0,,21,0,0,267,21.0,6,27,0.0,,,48,,,48.0,,7.0,,0.0,,0.0,,0.0,,,103.0,,,,,,,
2022-02-24,0.0,0.0,20.0,85,2.0,0.0,,,,0.0,4.0,2.0,0.0,,5,0,0,118,13.0,6,19,0.0,,,48,,,48.0,,6.0,,0.0,,0.0,,0.0,,,102.0,,,,,,,
2022-02-25,0.0,0.0,6.0,68,2.0,0.0,,,,0.0,3.0,0.0,5.0,,7,0,0,91,12.0,2,14,0.0,,,48,,,48.0,,9.0,,0.0,,0.0,,0.0,,,105.0,,,,,,,
2022-02-26,0.0,0.0,28.0,77,2.0,0.0,,,,0.0,2.0,0.0,0.0,,5,0,0,114,14.0,5,19,0.0,,,48,,,48.0,,7.0,,0.0,,0.0,,0.0,,,103.0,,,,,,,
2022-02-27,0.0,0.0,23.0,46,10.0,0.0,,,,0.0,6.0,1.0,0.0,,8,0,0,94,8.0,3,11,0.0,,,48,,,48.0,,4.0,,0.0,,0.0,,0.0,,,100.0,,,,,,,
2022-02-28,0.0,0.0,7.0,69,5.0,2.0,,,,0.0,5.0,1.0,0.0,,0,0,0,89,6.0,3,9,0.0,,,48,,,48.0,,5.0,,0.0,,0.0,,0.0,,,101.0,,,,,,,
2022-03-01,0.0,0.0,33.0,93,11.0,0.0,,,,0.0,3.0,0.0,0.0,,21,0,0,161,14.0,2,16,0.0,,,48,,,48.0,,6.0,,0.0,,0.0,,0.0,,,102.0,,,,,,,
2022-03-02,0.0,0.0,80.0,71,4.0,0.0,,,,0.0,6.0,0.0,0.0,,11,0,0,172,12.0,3,15,0.0,,,48,,,48.0,,11.0,,0.0,,0.0,,0.0,,,107.0,,,,,,,
2022-03-03,0.0,0.0,16.0,58,1.0,1.0,,,,0.0,3.0,3.0,0.0,,3,0,0,85,19.0,9,28,0.0,,,48,,,48.0,,3.0,,0.0,,0.0,,0.0,,,99.0,,,,,,,
2022-03-04,0.0,0.0,28.0,52,2.0,1.0,,,,0.0,1.0,0.0,0.0,,4,0,0,88,16.0,1,17,0.0,,,48,,,48.0,,2.0,,0.0,,0.0,,0.0,,,98.0,,,,,,,
2022-03-05,0.0,0.0,50.0,75,0.0,0.0,,,,0.0,5.0,0.0,0.0,,0,0,0,130,5.0,2,7,0.0,,,48,,,48.0,,6.0,,0.0,,0.0,,0.0,,,102.0,,,,,,,
2022-03-06,0.0,0.0,17.0,110,6.0,0.0,,,,0.0,2.0,0.0,0.0,,0,0,0,135,2.0,1,3,0.0,,,48,,,48.0,,9.0,,0.0,,0.0,,0.0,,,105.0,,,,,,,
2022-03-07,0.0,0.0,23.0,72,3.0,0.0,,,,0.0,3.0,0.0,1.0,,0,0,0,102,7.0,3,10,0.0,,,48,,,48.0,,10.0,,0.0,,0.0,,0.0,,,106.0,,,,,,,
2022-03-08,0.0,0.0,8.0,220,5.0,0.0,,,,0.0,1.0,0.0,0.0,,0,0,0,234,7.0,2,9,0.0,,,48,,,48.0,,8.0,,0.0,,0.0,,0.0,,,104.0,,,,,,,
2022-03-09,0.0,0.0,59.0,84,2.0,0.0,,,,0.0,6.0,0.0,0.0,,5,0,0,156,20.0,10,30,0.0,,,48,,,48.0,,6.0,,0.0,,0.0,,0.0,,,102.0,,,,,,,
2022-03-10,0.0,0.0,32.0,165,2.0,1.0,,,,0.0,1.0,2.0,6.0,,8,0,0,217,20.0,1,21,0.0,,,48,,,48.0,,6.0,,0.0,,0.0,,0.0,,,102.0,,,,,,,
2022-03-11,0.0,0.0,12.0,45,2.0,0.0,,,,0.0,1.0,0.0,0.0,,7,0,0,67,35.0,14,49,0.0,,,48,,,48.0,,4.0,,0.0,,0.0,,0.0,,,100.0,,,,,,,
2022-03-12,0.0,0.0,7.0,61,0.0,0.0,,,,0.0,3.0,0.0,0.0,,0,0,0,71,18.0,4,22,0.0,,,48,,,48.0,,5.0,,0.0,,0.0,,0.0,,,101.0,,,,,,,
2022-03-13,0.0,0.0,6.0,43,3.0,1.0,,,,0.0,4.0,0.0,0.0,,0,0,0,57,8.0,5,13,0.0,,,48,,,48.0,,10.0,,0.0,,0.0,,0.0,,,106.0,,,,,,,
2022-03-14,0.0,0.0,17.0,70,2.0,0.0,,,,0.0,3.0,0.0,0.0,,1,0,0,93,10.0,2,12,0.0,,,48,,,48.0,,3.0,,0.0,,0.0,,0.0,,,99.0,,,,,,,
2022-03-15,0.0,0.0,62.0,57,3.0,0.0,,,,0.0,3.0,0.0,0.0,,0,0,0,125,5.0,0,5,0.0,,,48,,,48.0,,8.0,,0.0,,0.0,,0.0,,,104.0,,,,,,,
2022-03-16,0.0,0.0,14.0,50,2.0,0.0,,,,0.0,0.0,0.0,0.0,,3,0,0,69,7.0,3,10,0.0,,,48,,,48.0,,5.0,,0.0,,0.0,,0.0,,,101.0,,,,,,,
2022-03-17,0.0,0.0,41.0,41,5.0,0.0,,,,0.0,5.0,0.0,0.0,,1,0,0,93,14.0,5,19,0.0,,,48,,,48.0,,4.0,,0.0,,0.0,,0.0,,,100.0,,,,,,,
2022-03-18,0.0,0.0,28.0,179,1.0,1.0,,,,0.0,4.0,0.0,0.0,,0,0,0,213,13.0,5,18,0.0,,,48,,,48.0,,4.0,,0.0,,0.0,,0.0,,,100.0,,,,,,,
2022-03-19,0.0,0.0,26.0,37,1.0,0.0,,,,0.0,3.0,0.0,0.0,,0,0,0,67,10.0,3,13,0.0,,,48,,,48.0,,3.0,,0.0,,0.0,,0.0,,,99.0,,,,,,,
2022-03-20,0.0,0.0,7.0,39,0.0,0.0,,,,0.0,0.0,0.0,0.0,,1,0,0,47,8.0,6,14,0.0,,,48,,,48.0,,2.0,,0.0,,0.0,,0.0,,,98.0,,,,,,,
2022-03-21,1.0,0.0,17.0,78,2.0,0.0,,,,0.0,3.0,0.0,0.0,,3,0,0,104,6.0,0,6,0.0,,,48,,,48.0,,7.0,,0.0,,0.0,,0.0,,,103.0,,,,,,,
2022-03-22,0.0,0.0,22.0,73,1.0,0.0,,,,0.0,4.0,0.0,0.0,,0,0,0,100,11.0,5,16,0.0,,,48,,,48.0,,0.0,,0.0,,0.0,,0.0,,,96.0,,,,,,,
2022-03-23,0.0,1.0,30.0,61,1.0,0.0,,,,0.0,3.0,0.0,0.0,,6,0,0,102,8.0,2,10,0.0,,,48,,,48.0,,6.0,,0.0,,0.0,,0.0,,,102.0,,,,,,,
2022-03-24,0.0,0.0,1.0,51,1.0,0.0,,,,0.0,0.0,0.0,3.0,,1,0,0,57,9.0,1,10,0.0,,,48,,,48.0,,10.0,,0.0,,0.0,,0.0,,,106.0,,,,,,,
2022-03-25,0.0,0.0,9.0,55,1.0,0.0,,,,0.0,2.0,1.0,0.0,,3,0,0,71,10.0,1,11,0.0,,,47,,,47.0,,14.0,,0.0,,0.0,,0.0,,,108.0,,,,,,,
2022-03-26,0.0,0.0,5.0,36,1.0,0.0,,,,0.0,3.0,2.0,0.0,,7,0,0,54,6.0,4,10,0.0,,,48,,,48.0,,6.0,,0.0,,0.0,,0.0,,,102.0,,,,,,,
2022-03-27,0.0,0.0,3.0,61,2.0,0.0,,,,0.0,0.0,0.0,0.0,,2,0,0,68,7.0,2,9,0.0,,,48,,,48.0,,1.0,,0.0,,0.0,,0.0,,,97.0,,,,,,,
2022-03-28,0.0,0.0,12.0,69,1.0,0.0,,,,0.0,0.0,2.0,0.0,,5,0,0,89,9.0,1,10,0.0,,,48,,,48.0,,12.0,,0.0,,0.0,,0.0,,,108.0,,,,,,,
2022-03-29,0.0,0.0,15.0,72,1.0,0.0,,,,0.0,0.0,0.0,1.0,,21,0,0,110,7.0,5,12,0.0,,,48,,,48.0,,6.0,,0.0,,0.0,,0.0,,,102.0,,,,,,,
2022-03-30,0.0,0.0,19.0,56,4.0,1.0,,,,0.0,1.0,1.0,0.0,,76,0,0,158,14.0,4,18,0.0,,,48,,,48.0,,1.0,,0.0,,0.0,,0.0,,,97.0,,,,,,,
2022-03-31,0.0,0.0,50.0,85,0.0,0.0,,,,0.0,0.0,0.0,0.0,,97,0,0,232,10.0,6,16,0.0,,,48,,,48.0,,12.0,,0.0,,0.0,,0.0,,,108.0,,,,,,,
2022-04-01,1.0,1.0,35.0,63,0.0,0.0,,,,0.0,1.0,0.0,0.0,,95,0,0,196,13.0,1,14,0.0,,,48,,,48.0,,3.0,,0.0,,0.0,,0.0,,,99.0,,,,,,,
2022-04-02,2.0,2.0,12.0,45,0.0,0.0,,,,0.0,0.0,1.0,0.0,,184,0,0,246,9.0,2,11,0.0,,,48,,,48.0,,9.0,,0.0,,0.0,,0.0,,,105.0,,,,,,,
2022-04-03,2.0,2.0,17.0,53,2.0,0.0,,,,0.0,0.0,1.0,0.0,,293,0,0,370,8.0,3,11,0.0,,,48,,,48.0,,8.0,,0.0,,0.0,,0.0,,,104.0,,,,,,,
2022-04-04,0.0,0.0,9.0,61,2.0,0.0,,,,0.0,3.0,1.0,6.0,,213,0,0,295,9.0,1,10,0.0,,,48,,,48.0,,9.0,,0.0,,0.0,,0.0,,,105.0,,,,,,,
2022-04-05,0.0,0.0,23.0,159,3.0,1.0,,,,0.0,6.0,1.0,0.0,,204,0,0,397,16.0,4,20,0.0,,,48,,,48.0,,7.0,,0.0,,0.0,,0.0,,,103.0,,,,,,,
2022-04-06,0.0,0.0,19.0,267,1.0,0.0,,,,0.0,2.0,2.0,0.0,,229,0,0,520,13.0,5,18,0.0,,,48,,,48.0,,9.0,,0.0,,0.0,,0.0,,,105.0,,,,,,,
2022-04-07,0.0,0.0,2.0,115,3.0,1.0,,,,0.0,0.0,1.0,0.0,,205,0,0,327,13.0,5,18,0.0,,,48,,,48.0,,7.0,,0.0,,0.0,,0.0,,,103.0,,,,,,,
2022-04-08,0.0,0.0,4.0,226,2.0,0.0,,,,0.0,1.0,0.0,0.0,,206,0,0,439,14.0,14,28,0.0,,,48,,,48.0,,4.0,,0.0,,0.0,,0.0,,,100.0,,,,,,,
2022-04-09,0.0,0.0,4.0,117,4.0,1.0,,,,0.0,0.0,0.0,0.0,,166,0,0,292,17.0,5,22,0.0,,,48,,,48.0,,1.0,,0.0,,0.0,,0.0,,,97.0,,,,,,,
2022-04-10,0.0,0.0,16.0,192,1.0,0.0,,,,0.0,0.0,0.0,0.0,,141,0,0,350,9.0,0,9,0.0,,,48,,,48.0,,3.0,,0.0,,0.0,,0.0,,,99.0,,,,,,,
2022-04-11,0.0,0.0,12.0,219,0.0,0.0,,,,0.0,0.0,0.0,0.0,,42,0,0,273,6.0,1,7,0.0,,,48,,,48.0,,2.0,,0.0,,0.0,,0.0,,,98.0,,,,,,,
2022-04-12,0.0,0.0,2.0,107,0.0,0.0,,,,0.0,0.0,1.0,0.0,,1,0,0,111,15.0,4,19,0.0,,,48,,,48.0,,7.0,,0.0,,0.0,,0.0,,,103.0,,,,,,,
2022-04-13,0.0,0.0,30.0,131,2.0,0.0,,,,0.0,1.0,0.0,2.0,,0,0,0,166,3.0,1,4,0.0,,,48,,,48.0,,2.0,,0.0,,0.0,,0.0,,,98.0,,,,,,,
2022-04-14,0.0,0.0,10.0,107,3.0,0.0,,,,0.0,1.0,0.0,0.0,,1,0,0,122,6.0,5,11,0.0,,,48,,,48.0,,7.0,,0.0,,0.0,,0.0,,,103.0,,,,,,,
2022-04-15,1.0,1.0,7.0,59,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0,0,0,68,13.0,2,15,0.0,,,48,,,48.0,,2.0,,0.0,,0.0,,0.0,,,98.0,,,,,,,
2022-04-16,0.0,0.0,78.0,107,1.0,0.0,,,,0.0,4.0,1.0,0.0,,2,0,0,193,3.0,0,3,0.0,,,48,,,48.0,,3.0,,0.0,,0.0,,0.0,,,99.0,,,,,,,
2022-04-17,0.0,0.0,0.0,59,1.0,0.0,,,,0.0,1.0,0.0,0.0,,0,0,0,61,5.0,3,8,0.0,,,48,,,48.0,,0.0,,0.0,,0.0,,0.0,,,96.0,,,,,,,
2022-04-18,3.0,0.0,1.0,223,0.0,0.0,,,,0.0,1.0,0.0,0.0,,1,0,0,229,5.0,4,9,0.0,,,48,,,48.0,,8.0,,0.0,,0.0,,0.0,,,104.0,,,,,,,
2022-04-19,0.0,888.0,5.0,76,1.0,0.0,,,,0.0,0.0,0.0,0.0,,5,0,0,975,7.0,3,10,0.0,,,48,,,48.0,,12.0,,0.0,,0.0,,0.0,,,108.0,,,,,,,
2022-04-20,2.0,25.0,33.0,120,2.0,0.0,,,,0.0,5.0,0.0,0.0,,0,0,0,187,6.0,3,9,0.0,,,48,,,48.0,,13.0,,0.0,,0.0,,0.0,,,109.0,,,,,,,
2022-04-21,0.0,36.0,15.0,69,0.0,0.0,,,,0.0,1.0,0.0,0.0,,0,0,0,121,12.0,5,17,0.0,,,48,,,48.0,,2.0,,0.0,,0.0,,0.0,,,98.0,,,,,,,
2022-04-22,0.0,7.0,15.0,92,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0,0,0,115,5.0,4,9,0.0,,,48,,,48.0,,5.0,,0.0,,0.0,,0.0,,,101.0,,,,,,,
2022-04-23,0.0,6.0,10.0,69,4.0,0.0,,,,0.0,0.0,0.0,0.0,,0,0,0,89,21.0,8,29,0.0,,,48,,,48.0,,0.0,,0.0,,0.0,,0.0,,,96.0,,,,,,,
2022-04-24,0.0,0.0,7.0,53,1.0,2.0,,,,0.0,1.0,0.0,0.0,,0,0,0,64,13.0,3,16,0.0,,,48,,,48.0,,6.0,,0.0,,0.0,,0.0,,,102.0,,,,,,,
