date,transfer,addBaker,transferToEncrypted,encryptedAmountTransfer,transferToPublic,transferWithSchedule,removeBaker,updateCredentials,deployModule,initContract,update,registerData,transferWithMemo,updateBakerStake,updateBakerKeys,updateBakerRestakeEarnings,transferWithScheduleAndMemo,encryptedAmountTransferWithMemo,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,configureBaker,configureDelegation,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
2022-09-25,48.0,,,,,,,,,14.0,70.0,30694.0,,,,,,,,,,,1.0,14.0,,,,,,
2022-09-26,58.0,,,,,,,,,2.0,78.0,30764.0,6.0,,,,,,,,,,2.0,13.0,,,,,,
2022-09-27,218.0,,,,,6.0,,,,,192.0,30781.0,,,,,,,,,,,2.0,22.0,,,,,,
2022-09-28,96.0,,,,1.0,,,,,2.0,16.0,30828.0,,,,,,,,,,,13.0,11.0,,,,,,
2022-09-29,120.0,,,,,,,,,2.0,48.0,30314.0,,,,,,,,,,,4.0,25.0,,,,,,
2022-09-30,63.0,,1.0,,,,,,,,9.0,30780.0,1.0,,,,,,,,,,1.0,21.0,,,,,,
2022-10-01,47.0,,,,,,,,,,2.0,30745.0,,,,,,,,,,,1.0,14.0,,,,,,
2022-10-02,44.0,,1.0,,,,,,,,2.0,30639.0,,,,,,,,,,,1.0,12.0,,,,,,
2022-10-03,110.0,,1.0,,,,,,,4.0,23.0,30329.0,1.0,,,,,,,,,,1.0,13.0,,,,,,
2022-10-04,65.0,,,,,,,,,2.0,3.0,30773.0,,,,,,,,,,,9.0,20.0,,,,,,
2022-10-05,149.0,,,,,,,,,,13.0,30249.0,4.0,,,,,,,,,,5.0,22.0,,,,,,
2022-10-06,212.0,,,,,,,,,,45.0,,3.0,,,,,,,,,,8.0,30.0,,,,,,
2022-10-07,118.0,,,,,,,,,52.0,23.0,,2.0,,,,,,,,,,4.0,18.0,,,,,,
2022-10-08,78.0,,,,1.0,,,,,2.0,5.0,,1.0,,,,,,,,,,,17.0,,,,,,
2022-10-09,154.0,,1.0,,,,,,,,10.0,,15.0,,,,,,,,,,3.0,25.0,,,,,,
2022-10-10,190.0,,1.0,,1.0,,,,,,2.0,20872.0,,,,,,,,,,,7.0,15.0,,,,,,
2022-10-11,98.0,,,,,,,,,,7.0,30849.0,,,,,,,,,,,6.0,16.0,,,,,,
2022-10-12,55.0,,,,,,,,,,1.0,30810.0,,,,,,,,,,,2.0,18.0,,,,,,
2022-10-13,116.0,,,,,,,,,,29.0,30816.0,,,,,,,,,,,5.0,10.0,,,,,,
2022-10-14,73.0,,,,,,,,,,,30848.0,,,,,,,,,,,4.0,17.0,,,,,,
2022-10-15,22.0,,,,,,,,,,,30872.0,1.0,,,,,,,,,,2.0,13.0,,,,,,
