date,amount_to_make_top_100,amount_to_make_top_250
2021-10-04,0.0,0.0
2021-10-05,0.0,0.0
2021-10-06,0.0,0.0
2021-10-07,0.0,0.0
2021-10-08,0.0,0.0
2021-10-09,0.0,0.0
2021-10-10,0.0,0.0
2021-10-11,0.0,0.0
2021-10-12,0.0,0.0
2021-10-13,0.0,0.0
2021-10-14,0.0,0.0
2021-10-15,0.0,0.0
2021-10-16,0.0,0.0
2021-10-17,0.0,0.0
2021-10-18,0.0,0.0
2021-10-19,0.0,0.0
2021-10-20,0.0,0.0
2021-10-21,0.0,0.0
2021-10-22,0.0,0.0
2021-10-23,0.0,0.0
2021-10-24,0.0,0.0
2021-10-25,0.0,0.0
2021-10-26,0.0,0.0
2021-10-27,0.0,0.0
2021-10-28,0.0,0.0
2021-10-29,0.0,0.0
2021-10-30,0.0,0.0
2021-10-31,0.0,0.0
2021-11-01,0.0,0.0
2021-11-02,0.0,0.0
2021-11-03,0.0,0.0
2021-11-04,0.0,0.0
2021-11-05,0.0,0.0
2021-11-06,0.0,0.0
2021-11-07,0.0,0.0
2021-11-08,0.0,0.0
2021-11-09,0.0,0.0
2021-11-10,0.0,0.0
2021-11-11,0.0,0.0
2021-11-12,0.0,0.0
2021-11-13,0.0,0.0
2021-11-14,0.0,0.0
2021-11-15,0.0,0.0
2021-11-16,0.0,0.0
2021-11-17,0.0,0.0
2021-11-18,0.0,0.0
2021-11-19,0.0,0.0
2021-11-20,0.0,0.0
2021-11-21,0.0,0.0
2021-11-22,20.44,0.0
2021-11-23,285.66,0.0
2021-11-24,963.46,10.0
2021-11-25,1506.117888,35.889221
2021-11-26,1723.913401,65.0
2021-11-27,1730.095968,93.374678
2021-11-28,1755.468,132.900648
2021-11-29,1760.616,185.033912
2021-11-30,1784.471918,190.26
2021-12-01,1906.3,226.440386
2021-12-02,1906.92,255.501904
2021-12-03,1908.0,280.021442
2021-12-04,1927.46,285.66
2021-12-05,1933.12,285.66
2021-12-06,2000.0,312.42
2021-12-07,2217.324505,449.21217
2021-12-08,2501.138951,514.919652
2021-12-09,2574.72,731.135477
2021-12-10,2616.0,800.0
2021-12-11,2644.307517,823.275713
2021-12-12,2665.057599,874.82557
2021-12-13,2967.976336,999.0
2021-12-14,3185.353998,1015.125408
2021-12-15,3240.453094,1129.416161
2021-12-16,3305.392015,1163.634863
2021-12-17,3387.442421,1255.575301
2021-12-18,3387.442421,1279.022112
2021-12-19,3405.001974,1340.150887
2021-12-20,3510.936,1471.742963
2021-12-21,3775.02269,1563.053942
2021-12-22,3814.92,1591.254619
2021-12-23,3924.175747,1637.378156
2021-12-24,3928.0,1668.922486
2021-12-25,4005.18,1668.922486
2021-12-26,4031.032591,1687.807353
2021-12-27,4872.971878,1701.861487
2021-12-28,5286.128075,1720.980164
2021-12-29,5286.852646,1729.938878
2021-12-30,5500.0,1757.176596
2021-12-31,5760.54,1772.984548
2022-01-01,5862.922888,1800.604332
2022-01-02,5862.922888,1809.190304
2022-01-03,6054.650664,1860.798118
2022-01-04,9294.092363,1907.46
2022-01-05,12095.3844,1916.92
2022-01-06,12166.749285,1920.450226
2022-01-07,13421.46,1956.983555
2022-01-08,14116.165999,2217.324505
2022-01-09,622314.602166,16652.6
2022-01-10,855680.064332,184943.982166
2022-01-11,883956.232166,207498.002166
2022-01-12,933711.732166,208577.922166
2022-01-13,1037185.382166,211308.454332
2022-01-14,1057920.11,215036.247069
2022-01-15,1057920.11,215036.247069
2022-01-16,1057920.110001,213226.133812
2022-01-17,1057929.082167,213226.133812
2022-01-18,1236258.923827,244115.800001
2022-01-19,1236258.923827,244115.800001
2022-01-20,1236258.923827,245606.832167
2022-01-21,1244621.302167,264488.992167
2022-01-22,1244621.302167,264488.992167
2022-01-23,1244621.302167,264488.992167
2022-01-24,1251762.672062,268460.78671
2022-01-25,1253408.252649,295658.502167
2022-01-26,1254243.553657,296691.655016
2022-01-27,1255315.812167,297492.932167
2022-01-28,1275557.786499,311162.322167
2022-01-29,1275557.786499,311162.322167
2022-01-30,1275557.786499,308820.122167
2022-01-31,1425145.306499,352925.012167
2022-02-01,1458914.892167,354841.642167
2022-02-02,1458914.892167,363123.506961
2022-02-03,1458914.892167,363123.506961
2022-02-04,1527178.836499,365129.733827
2022-02-05,1527178.836499,366557.696499
2022-02-06,1488595.999127,368283.542167
2022-02-07,1527178.836499,415204.882167
2022-02-08,1553735.682167,419680.747345
2022-02-09,1650002.929443,491266.114378
2022-02-10,1650002.929443,452023.805163
2022-02-11,1667667.706823,452023.805163
2022-02-12,1720899.042167,491536.902582
2022-02-13,1720899.042167,491827.600406
2022-02-14,1720899.042167,502833.82481
2022-02-15,1695719.394333,524243.130001
2022-02-16,1720899.042167,524243.130001
2022-02-17,1720899.042167,525502.533335
2022-02-18,1720899.042167,525502.533335
2022-02-19,1763206.805166,525502.584489
2022-02-20,1720899.042167,525502.584489
2022-02-21,1720899.042167,525502.584489
2022-02-22,1720899.042167,525502.856499
2022-02-23,1720899.042167,525502.856499
2022-02-24,1720899.042167,525503.044605
2022-02-25,1720899.042167,525503.156823
2022-02-26,1720899.042167,525503.379495
2022-02-27,1720899.042167,525503.407329
2022-02-28,1720899.042167,525503.407329
2022-03-01,1720899.042167,525503.407329
2022-03-02,1763206.805166,525503.407329
2022-03-03,1763206.805166,525503.407329
2022-03-04,1763206.805166,525503.407329
2022-03-05,1763206.805166,525503.518665
2022-03-06,1763206.805166,525502.584489
2022-03-07,1770819.647584,525502.856499
2022-03-08,1771366.504752,525502.856499
2022-03-09,1763206.805166,524966.713468
2022-03-10,1772456.166632,525503.407329
2022-03-11,1856620.200064,525503.518665
2022-03-12,1856934.632733,525503.518665
2022-03-13,1856934.632733,525503.518665
